r v real_class
2.035 1.025 IN
1.797 0.271 CL
1.406 0.648 BS
0.889 0.332 BS
0.706 0.473 BS
0.828 0.016 BS
0.522 1.164 BS
1.273 0.688 IN
1.729 0.421 IN
1.252 0.107 IN
1.454 0.467 BS
1.302 0.136 IN
1.231 0.957 IN
1.261 0.332 IN
1.481 0.157 IN
1.106 0.42 BS
1.35 0.506 BS
1.347 0.525 BS
1.283 0.952 BS
1.018 0.369 BS
0.631 0.241 BS
0.339 0.88 BS
0.271 0.689 BS
1.921 0.284 BS
1.59 0.201 BS
1.587 0.073 BS
1.387 0.647 BS
1.34 0.367 BS
1.323 0.174 BS
1.086 0.667 BS
0.914 0.615 IN
1.024 0.402 IN
0.878 0.392 IN
1.593 0.325 BS
1.342 0.057 IN
1.364 0.007 BS
1.438 0.043 BS
1.558 0.506 BS
0.911 0.41 BS
0.867 0.31 BS
1.43 1.004 BS
1.485 0.979 BS
0.872 1.666 BS
0.625 0.138 BS
0.747 0.536 BS
1.249 0.384 BS
1.345 0.579 BS
1.86 0.23 BS
2.131 0.172 BS
1.833 0.949 IN
1.842 1.066 IN
1.475 1.38 IN
0.473 0.174 CL
0.857 0.923 BS
1.922 0.184 BS
1.339 0.005 BS
0.935 0.934 BS
1.682 0.135 CL
2.583 0.458 ITL
1.556 0.417 BS
2.436 0.013 IN
2.988 0.454 IN
1.069 0.519 BS
0.98 0.122 IN
2.759 0.407 IN
2.684 0.462 IN
1.061 0.003 IN
1.893 0.252 BS
1.514 0.192 BS
1.527 0.091 BS
1.697 0.461 BS
1.531 0.159 BS
1.981 0.175 BS
2.168 0.299 BS
2.523 0.476 IN
2.113 0.491 IN
2.487 0.008 IN
2.639 0.848 IN
2.113 0.893 IN
1.948 0.224 IN
2.109 0.008 IN
1.617 0.354 BS
1.457 0.304 BS
1.694 0.435 BS
1.825 0.39 CL
1.742 0.466 BS
1.593 0.286 BS
1.35 0.182 CL
1.538 0.326 BS
1.381 0.287 BS
1.468 1.258 ITL
1.523 0.891 BS
1.54 0.572 BS
1.233 1.22 BS
1.686 0.831 IN
2.094 0.674 BS
1.366 0.699 IN
1.485 0.724 IN
1.934 0.511 CL
1.629 0.944 BS
1.398 0.154 IN
1.398 0.018 IN
1.096 0.546 IN
1.122 0.585 IN
1.204 0.705 IN
1.137 0.196 IN
1.234 0.253 IN
1.099 0.22 IN
1.201 1.427 BS
1.151 1.918 BS
1.222 1.688 BS
1.542 0.092 IN
2.225 1.207 IN
1.557 0.837 IN
1.578 0.121 IN
1.544 0.091 IN
1.933 0.009 IN
2.016 0.378 IN
2.034 0.137 IN
1.331 0.963 BS
1.57 0.117 BS
1.724 0.863 BS
1.652 0.333 BS
1.851 0.497 BS
1.365 0.985 IN
1.173 0.728 BS
1.702 1.121 BS
1.692 1.263 BS
2.071 0.133 IN
2.811 0.039 IN
1.953 1.014 ITL
1.793 0.159 IN
2.635 0.259 ITL
1.631 0.32 IN
2.511 0.566 ITL
2.203 0.278 IN
2.239 0.194 IN
2.806 0.258 IN
2.843 0.176 IN
2.688 0.075 IN
2.689 0.056 IN
2.689 0.003 IN
2.647 0.125 IN
2.994 0.217 IN
2.493 0.176 IN
2.594 0.139 IN
2.606 0.077 IN
1.982 0.281 IN
2.692 1.3 ITL
2.913 0.664 ITL
1.685 0.365 ITL
2.847 2.062 ITL
2.863 2.06 ITL
2.174 1.512 ITL
2.098 2.023 ITL
2.978 1.714 ITL
2.568 1.986 ITL
2.222 1.184 ITL
2.891 1.542 ITL
2.739 1.959 ITL
2.4 2.797 ITL
2.724 1.547 ITL
2.245 1.529 ITL
2.94 0.694 ITL
2.976 1.688 ITL
2.734 2.094 ITL
2.374 1.831 ITL
2.287 1.071 ITL
2.829 0.009 ITL
2.911 1.971 ITL
2.471 1.617 ITL
2.25 1.624 ITL
2.28 1.589 ITL
2.987 0.151 ITL
2.503 0.99 ITL
2.96 1.33 ITL
2.91 2.058 ITL
2.899 2.135 ITL
2.873 1.63 ITL
2.05 1.198 ITL
2.175 1.219 ITL
2.456 2.943 ITL
2.435 2.79 ITL
2.534 2.686 ITL
2.336 2.603 ITL
2.98 1.088 ITL
2.975 0.921 ITL
2.224 0.803 ITL
2.294 0.744 ITL
2.54 0.816 ITL
2.421 0.626 ITL
2.921 1.791 ITL
2.167 1.923 ITL
2.954 2.027 ITL
2.735 0.121 ITL
2.058 0.764 IN
2.638 0.543 IN
0.64 1.568 ITL
2.694 1.634 ITL
2.677 0.127 ITL
1.697 0.323 IN
2.581 0.106 IN
2.265 0.689 IN
2.952 0.403 IN
0.842 0.128 ITL
2.825 1.404 ITL
2.619 0.277 ITL
2.503 2.951 ITL
2.948 2.212 ITL
1.947 1.141 ITL
1.649 0.439 ITL
1.85 0.008 IN
2.797 0.763 ITL
2.033 0.467 ITL
2.613 0.022 IN
2.879 1.225 ITL
2.775 0.072 IN
1.725 2.34 ITL
2.489 0.187 IN
2.994 1.483 ITL
1.232 0.353 ITL
1.159 0.391 ITL
2.832 2.29 ITL
1.268 0.32 ITL
1.62 0.516 IN
1.151 0.001 ITL
2.387 0.276 IN
2.598 0.382 IN
1.099 1.263 ITL
2.526 1.621 ITL
2.19 0.529 IN
0.752 0.631 IN
2.069 0.259 ITL
0.885 0.228 ITL
1.795 0.547 ITL
1.559 2.038 ITL
2.088 0.25 IN
1.045 0.087 ITL
2.357 0.075 IN
2.897 0.247 IN
0.652 1.417 ITL
2.044 0.247 IN
1.99 0.24 IN
1.076 0.523 IN
1.182 0.624 IN
1.452 0.661 IN
1.485 0.292 IN
0.222 0.38 ITL
2.543 0.384 ITL
1.957 2.109 ITL
1.864 2.034 ITL
2.342 0.072 IN
2.36 0.176 IN
2.381 0.284 IN
1.203 0.079 ITL
2.632 1.486 ITL
2.072 0.182 IN
2.516 0.481 IN
2.309 0.415 IN
2.722 0.072 IN
1.824 0.316 ITL
2.588 2.113 ITL
2.454 2.196 ITL
1.345 0.132 ITL
1.359 0.152 ITL
0.403 0.64 IN
0.22 0.675 IN
0.095 0.744 IN
0.161 0.905 IN
2.873 0.003 IN
2.853 0.165 IN
1.078 0.556 IN
2.296 0.181 ITL
2.519 0.007 ITL
2.474 0.119 ITL
2.88 0.063 ITL
2.306 0.45 IN
2.756 0.54 IN
2.712 0.582 IN
2.754 0.54 IN
1.28 0.072 IN
1.382 0.413 IN
1.881 0.553 IN
0.824 1.051 IN
1.071 0.567 IN
2.295 0.153 IN
2.379 0.13 ITL
2.213 0.336 IN
1.394 0.399 IN
1.14 1.122 IN
2.414 0.33 IN
2.34 0.465 IN
2.039 0.487 IN
2.534 0.429 IN
1.824 0.021 IN
1.805 0.124 IN
1.724 0.518 IN
2.422 0.6 IN
1.957 0.83 IN
2.025 0.113 IN
2.06 0.519 IN
1.689 0.146 IN
1.932 0.827 IN
2.138 0.481 IN
2.21 0.438 IN
2.049 0.428 IN
1.455 0.544 IN
2.174 0.613 IN
1.37 0.129 IN
2.292 0.538 IN
1.516 1.101 ITL
2.578 0.827 ITL
2.984 0 ITL
1.993 0.252 ITL
2.672 0.43 ITL
1.055 0.726 IN
2.903 0.884 ITL
2.188 1.426 ITL
2.712 1.646 ITL
2.919 1.562 ITL
2.255 1.609 ITL
2.405 0.819 ITL
2.084 0.238 IN
2.323 2.014 ITL
2.408 2.112 ITL
2.59 1.813 ITL
2.449 1.779 ITL
2.432 1.937 ITL
2.452 2.098 ITL
2.497 1.153 ITL
2.475 0.48 ITL
1.821 0.755 IN
1.718 1.078 ITL
1.52 0.837 IN
2.534 0.075 ITL
1.506 0.588 IN
1.5 0.829 ITL
2.349 0.918 ITL
2.061 0.336 IN
2.753 0.484 ITL
2.041 0.975 ITL
1.407 0.083 IN
2.53 0.414 IN
2.107 0.14 ITL
1.935 1.439 ITL
2.884 0.195 IN
2.738 0.069 IN
2.379 0.264 IN
2.945 0.079 ITL
2.99 0.851 ITL
2.604 1.234 ITL
2.943 2.941 ITL
2.672 1.548 ITL
2.156 1.573 ITL
2.556 0.302 IN
1.6 0.417 IN
1.524 0.523 IN
0.576 0.914 IN
2.795 0.164 IN
2.231 0.132 IN
1.957 0.301 IN
2.194 1.758 ITL
1.968 1.21 ITL
2.366 0.972 ITL
1.897 1.777 ITL
0.603 0.128 ITL
0.811 0.336 ITL
2.012 1.339 ITL
2.55 1.002 ITL
1.613 0.282 ITL
2.663 2.428 ITL
1.097 0.493 ITL
0.079 0.753 ITL
1.129 0.47 ITL
1.123 0.462 ITL
2.704 0.002 IN
0.705 0.333 ITL
1.937 0.071 ITL
1.705 0.317 IN
2.152 0.001 IN
2.883 1.041 ITL
2.236 0.265 IN
2.239 0.221 IN
2.965 0.026 IN
0.88 1.134 IN
1.44 0.722 IN
1.916 0.421 IN
2.123 0.018 ITL
2.004 0.166 ITL
1.46 0.87 ITL
1.913 0.599 IN
1.605 0.628 IN
0.87 0.911 ITL
1.511 0.788 IN
0.869 0.139 IN
0.866 0.131 IN
2.842 1.175 ITL
1.968 0.056 IN
1.73 0.44 IN
1.82 0.386 IN
2.792 0.331 IN
1.649 0.434 IN
1.578 0.534 IN
1.852 0.272 ITL
2.05 0.299 IN
1.002 0.311 ITL
2.142 0.945 ITL
2.323 0.892 ITL
2.066 0.872 ITL
1.43 0.88 IN
1.627 0.805 IN
2.281 2.494 ITL
1.731 2.919 ITL
0.257 0.869 ITL
1.209 0.661 ITL
2.567 0.17 IN
2.502 0.255 IN
2.566 0.226 IN
1.859 0.152 IN
2.858 0.161 IN
2.663 0.191 IN
2.901 2.442 ITL
2.075 0.27 IN
1.955 0.365 IN
0.748 0.75 ITL
0.723 0.778 ITL
0.917 0.664 ITL
2.235 0.287 IN
2.18 0.195 IN
2.314 0.144 IN
1.436 0.524 ITL
1.522 0.492 ITL
1.592 0.592 ITL
2.369 0.332 ITL
2.388 0.419 ITL
2.403 0.379 ITL
2.725 0.129 ITL
2.69 0.079 IN
2.772 0.077 IN
2.212 0.78 ITL
2.094 0.841 ITL
2.035 0.782 ITL
2.067 0.722 ITL
2.106 0.684 ITL
2.097 0.654 ITL
2.105 0.702 ITL
2.365 0.345 ITL
2.481 0.049 ITL
2.31 0.174 ITL
1.45 0.208 ITL
1.381 0.06 ITL
1.622 0.182 ITL
1.531 0.239 ITL
1.482 0.06 ITL
1.596 0.999 ITL
1.511 1.049 ITL
1.647 1.329 ITL
1.587 0.982 ITL
1.895 0.93 ITL
1.506 1.138 ITL
1.535 0.993 ITL
1.292 1.092 ITL
2.204 1.636 ITL
2.383 1.422 ITL
2.954 1.661 ITL
2.806 1.431 ITL
2.862 1.452 ITL
2.778 1.745 ITL
2.734 1.667 ITL
2.976 1.72 ITL
2.992 1.472 ITL
2.595 0.273 ITL
2.42 0.256 ITL
2.766 0.49 ITL
2.503 0.63 ITL
2.692 0.447 ITL
2.607 0.554 ITL
2.468 0.315 ITL
2.586 0.4 ITL
2.728 0.286 ITL
2.89 0.441 ITL
2.932 1.06 ITL
2.756 0.876 ITL
2.98 0.409 ITL
2.585 0.079 IN
2.632 0.324 ITL
1.436 1.032 IN
1.61 0.274 IN
2.004 0.084 IN
2.142 0.992 IN
1.004 0.51 IN
1.424 0.384 IN
1.447 0.346 IN
1.112 0.919 IN
1.31 0.986 IN
1.269 0.976 IN
1.615 0.892 IN
0.388 0.847 BS
1.782 0.467 BS
1.172 0.667 BS
1.588 0.705 BS
0.162 0.429 BS
0.428 0.37 CL
0.53 0.552 CL
0.444 1.225 CL
0.88 0.061 RIN
0.103 1.796 CL
0.647 0.994 IN
0.358 1.519 CL
0.312 1.07 CL
0.584 0.566 CL
0.387 0.77 CL
1.023 0.78 IN
1.127 1.303 IN
0.245 0.891 CL
1.362 0.242 BS
0.995 0.248 BS
0.722 0.973 RIN
0.227 0.821 CL
0.589 0.518 CL
0.236 1.774 CL
0.665 1.158 RIN
0.139 2.289 CL
0.739 0.456 CL
1.097 0.65 IN
0.861 0.77 BS
0.603 0.313 RIN
0.914 0.224 RIN
0.498 1.021 CL
0.38 0.051 CL
0.817 0.202 CL
0.731 0.65 CL
0.861 0.058 CL
0.936 1.144 RIN
0.743 0.131 RIN
1.026 0.484 BS
1.134 0.238 BS
1.215 0.336 BS
0.224 2.087 CL
0.341 0.151 CL
0.306 0.629 CL
0.314 0.613 CL
1.241 0.245 BS
0.785 0.171 RIN
0.772 0.144 CL
0.703 1.102 RIN
0.755 0.231 CL
0.764 0.044 CL
0.432 1.051 CL
0.728 0.213 IN
1.007 1.09 IN
0.408 1.913 RIN
0.419 0.746 CL
1.065 0.118 BS
0.55 0.508 CL
0.334 1.464 RIN
1.209 0.203 BS
0.769 1.191 CL
1.128 0.105 IN
1.088 1.226 BS
0.496 0.587 RIN
0.943 1.346 IN
0.262 0.047 CL
0.107 0.389 CL
0.713 0.781 BS
0.742 0.175 CL
0.637 1.479 RIN
1.002 1.573 BS
0.872 1.291 RIN
0.745 0.308 CL
1.052 0.378 BS
0.52 1.464 CL
0.862 0.079 CL
0.805 1.527 RIN
0.856 0.147 CL
0.172 1.526 RIN
0.627 0.017 CL
0.543 0.634 CL
1.254 0.659 IN
1.022 1.493 IN
0.769 1.111 CL
0.906 1.309 RIN
0.505 0.033 CL
0.628 1.162 IN
0.408 0.951 CL
0.49 0.892 IN
0.943 0.174 IN
0.203 1.269 CL
0.52 0.281 CL
0.7 1.008 RIN
0.898 0.233 IN
0.355 0.039 RIN
0.341 0.336 BS
0.517 0.437 CL
0.489 0.445 CL
0.311 2.212 RIN
0.368 1.841 CL
0.924 0.751 CL
0.737 0.316 RIN
0.093 0.291 RIN
0.634 0.798 RIN
0.492 0.781 CL
0.683 1.199 RIN
0.3 1.141 RIN
1.037 0.397 IN
0.437 1.29 RIN
0.525 0.952 RIN
0.727 0.447 RIN
0.491 1.463 RIN
0.687 0.212 BS
1.151 0.8 IN
0.771 0.423 RIN
0.343 2.061 RIN
0.118 0.163 CL
0.176 1.666 CL
0.236 1.302 RIN
1.217 0.744 IN
0.483 1.495 RIN
0.404 0.462 RIN
1.145 0.265 IN
1.002 0.499 BS
0.755 0.627 BS
0.722 0.829 RIN
0.549 0.546 RIN
0.197 0.756 CL
0.624 0.636 RIN
1.036 1.023 IN
0.62 1.417 IN
1.067 0.957 BS
1.237 1.236 IN
0.922 0.684 IN
0.197 1.496 RIN
0.153 1.965 RIN
0.821 0.031 RIN
0.663 0.203 BS
1.086 1.134 IN
1.072 0.728 BS
0.326 0.874 RIN
0.9 0.184 BS
0.137 1.085 RIN
0.521 1.1 RIN
0.208 0.406 RIN
0.782 0.146 CL
0.177 2.619 RIN
0.857 1.315 RIN
0.081 2.458 CL
0.341 1.349 CL
0.27 1.346 RIN
0.304 2.322 RIN
0.319 0.924 RIN
0.718 0.318 RIN
1.124 0.507 IN
0.359 1.033 CL
0.93 1.256 RIN
0.753 0.574 BS
0.996 1 IN
0.827 1.102 BS
0.21 1.088 RIN
0.883 0.326 RIN
0.245 0.524 RIN
0.884 0.495 CL
0.795 0.354 RIN
0.422 0.9 RIN
0.808 1.767 IN
1.076 0.99 BS
1.148 1.363 BS
0.033 0.64 RIN
0.704 0.925 RIN
0.934 1.378 RIN
0.997 1.627 IN
0.335 0.151 RIN
1.254 1.034 IN
1.033 0.276 BS
0.824 1.217 IN
0.17 1.046 RIN
0.573 0.255 CL
1.121 1.076 BS
0.179 1.575 CL
1.164 0.71 BS
1.002 0.208 BS
0.746 0.045 RIN
1.142 0.061 IN
0.661 0.158 CL
1.221 1.232 BS
0.704 0.945 RIN
0.698 1.21 RIN
0.517 1.111 RIN
0.333 1.399 RIN
0.832 0.504 BS
0.33 0.468 CL
0.395 0.315 CL
0.432 0.365 RIN
1.077 0.113 BS
0.816 1.72 RIN
0.403 1.736 RIN
0.592 0.343 RIN
0.25 0.463 RIN
0.694 1.418 RIN
0.485 1.574 RIN
1.163 0.777 BS
0.89 0.856 CL
0.454 1.887 RIN
0.6 0.68 IN
0.927 0.377 BS
0.162 0.102 CL
1.16 0.028 IN
0.813 1.773 RIN
0.68 1.175 RIN
0.743 0.698 CL
0.752 0.182 CL
0.692 1.14 RIN
1.144 0.614 IN
0.849 0.588 RIN
0.392 1.363 CL
0.048 1.838 RIN
0.924 0.36 CL
1.108 1.089 IN
1.039 1.117 IN
0.844 0.09 CL
0.625 1.382 CL
0.176 1.19 CL
0.098 0.596 RIN
0.642 0.514 RIN
0.907 0.979 BS
1.067 0.22 IN
0.5 0.653 CL
0.287 0.389 RIN
1.138 0.156 IN
1.39 0.915 IN
0.894 0.84 BS
0.117 0.944 RIN
0.339 0.43 CL
1.048 1.344 IN
0.579 1.132 IN
0.973 0.352 BS
0.753 1.42 RIN
0.14 1.285 CL
0.489 0.158 CL
0.654 0.212 RIN
0.718 0.443 CL
0.58 0.281 CL
0.18 0.784 RIN
0.591 0.591 IN
0.474 1.456 RIN
0.581 0.542 CL
0.227 1.831 RIN
0.325 0.858 RIN
0.653 0.54 RIN
0.832 1.629 RIN
0.529 0.275 CL
1.098 0.195 IN
0 0 CL
0.652 0.912 BS
1.357 0.54 BS
1.378 0.358 BS
1.001 0.292 BS
0.932 0.225 BS
1.286 0.482 BS
1.038 0.633 BS
1.799 0.033 IN
1.496 0.532 BS
0.941 0.346 IN
1.442 0.971 BS
1.233 0.205 BS
1.437 1.051 BS
1.374 0.708 BS
1.181 0.162 BS
1.165 0.982 BS
0.925 0.851 BS
1.172 0.699 BS
1.353 0.585 BS
1.549 0.539 BS
0.937 0.682 BS
0.95 0.069 BS
1.012 0.271 BS
1.071 0.675 BS
1.217 0.361 BS
1.851 0.142 BS
1.48 1.12 BS
1.961 0.067 BS
0.929 0.205 IN
0.951 0.723 BS
0.904 0.645 BS
1.444 1.101 BS
1.011 0.286 BS
1.33 0.136 BS
1.362 1.18 IN
1.358 0.977 IN
1.509 0.957 BS
1.218 0.126 BS
1.172 0.314 BS
1.526 1.061 BS
1.668 0.392 BS
1.812 0.865 IN
1.591 0.305 BS
1.453 0.682 ITL
1.978 0.244 BS
2.218 0.378 IN
1.395 0.042 IN
1.988 0.144 CL
1.473 1.094 IN
1.106 1.134 IN
1.123 1.181 IN
1.601 0.328 IN
1.562 1.208 IN
1.565 1.407 IN
1.44 1.158 IN
1.647 1.201 IN
1.133 1.3 IN
1.186 1.275 IN
1.522 0.605 BS
1.44 0.041 BS
1.364 0.155 BS
1.615 0.732 IN
1.629 0.824 IN
1.682 0.482 IN
1.414 1.176 IN
1.178 1.383 IN
1.209 1.089 IN
1.701 0.586 IN
1.981 0.113 IN
1.344 0.34 BS
1.221 0.068 BS
1.206 0 BS
1.278 1.223 IN
1.134 1.45 IN
0.955 1.514 IN
0.817 1.415 IN
0.711 1.362 IN
0.787 1.288 IN
1.011 0.912 IN
0.911 1.039 IN
0.95 0.531 BS
1.208 0.015 BS
1.098 1.098 IN
0.399 0.189 BS
0.438 0.58 BS
1.523 1.252 IN
1.317 1.117 IN
0.977 1.517 IN
1.369 0.449 IN
1.716 0.02 BS
0.874 1.454 IN
0.828 1.367 IN
1.346 0.295 IN
0.597 0.494 ITL
0.12 0.751 ITL
0.802 0.766 ITL
0.891 0.669 IN
2.488 2.95 ITL
2.757 2.85 ITL
1.336 2.788 ITL
2.961 2.995 ITL
2.629 0.646 IN
1.95 0.053 ITL
2.173 0.26 IN
1.971 2.065 ITL
2.551 1.41 ITL
2.554 0.032 IN
2.767 0.035 ITL
2.862 1.652 ITL
2.276 0.209 IN
1.147 0.185 IN
2.69 0.032 ITL
0.667 1.526 ITL
1.279 0.721 IN
0.957 0.663 IN
1.167 1.493 ITL
2.427 0.654 IN
0.193 0.505 IN
1.211 0.125 ITL
2.777 0.718 IN
2.642 0.153 ITL
2.783 0.827 ITL
1.395 2.142 ITL
2.404 1.609 ITL
0.63 1.537 ITL
1.552 0.723 IN
1.131 0.622 IN
2.587 0.617 IN
2.236 1.059 ITL
2.771 0.014 ITL
1.702 0.293 IN
2.787 0.184 ITL
2.137 0.017 IN
2.353 1.437 ITL
2.663 0.144 IN
2.164 0.351 IN
1.477 1.497 ITL
2.738 0.409 IN
2.047 0.389 IN
1.561 0.028 IN
1.826 0.531 IN
2.935 0.559 IN
2.933 0.026 IN
2.597 1.104 ITL
2.782 1.279 ITL
1.363 0.728 IN
2.218 0.295 IN
1.749 0.608 IN
0.59 0.64 IN
2.542 0.394 IN
2.669 0.247 IN
2.799 2.005 ITL
2.14 0.461 IN
1.501 0.68 IN
2.415 0.029 IN
2.427 0.075 ITL
1.686 0.246 IN
2.032 0.612 IN
2.274 0.806 IN
2.25 1.684 ITL
2.616 2.585 ITL
2.164 1.07 ITL
2.883 1.715 ITL
0.973 0.652 IN
2.52 0.332 IN
2.653 0.561 ITL
2.915 1.451 ITL
1.925 0.592 ITL
2.012 0.606 ITL
1.253 0.296 ITL
2.661 0.866 ITL
1.178 0.396 IN
1.201 0.405 IN
1.026 0.668 IN
0.696 0.883 ITL
0.611 0.884 ITL
2.596 0.201 IN
1.459 1.004 IN
2.155 0.221 IN
2.228 0.015 IN
1.273 0.675 IN
1.347 0.656 IN
2.294 0.17 IN
2.324 0.152 IN
2.445 0.619 ITL
2.084 0.12 IN
1.004 1.578 ITL
2.616 0.817 ITL
1.301 0.151 ITL
2.802 0.205 ITL
1.041 0.933 ITL
1.782 0.718 ITL
1.709 0.546 IN
0.625 1.019 IN
2.6 0.015 ITL
1.939 2.008 ITL
1.049 1.993 ITL
0.222 1.729 ITL
0.257 1.667 ITL
2.421 1.314 ITL
2.341 1.287 ITL
1.695 0.246 IN
1.729 1.292 ITL
2.609 0.086 IN
2.682 0.111 IN
1.497 0.648 IN
1.452 0.696 IN
1.143 1.852 ITL
2.944 0.305 IN
1.322 0.406 IN
1.951 0.283 IN
2.357 0.074 ITL
2.655 1.339 ITL
2.641 1.306 ITL
2.719 1.298 ITL
2.933 0.034 ITL
2.288 0.085 IN
2.31 0.094 IN
2.215 0.696 IN
1.448 0.93 IN
1.513 0.99 IN
1.951 0.815 IN
1.891 0.846 IN
0.773 0.695 IN
2.926 0.377 ITL
2.723 0.421 ITL
2.993 0.225 ITL
2.965 0.217 ITL
2.361 0.198 ITL
2.521 0.136 ITL
2.642 0.088 ITL
1.267 0.095 IN
1.465 0.373 IN
1.516 0.285 IN
2.994 0.262 ITL
1.859 0.107 IN
1.882 0.094 IN
1.992 0.182 IN
2.819 0.631 ITL
0.631 1.548 ITL
0.968 1.504 ITL
0.947 1.561 ITL
2.167 0.347 IN
2.104 0.36 IN
2.356 0.438 IN
1.239 1.444 ITL
1.118 1.635 ITL
1.142 1.569 ITL
2.842 0.444 ITL
2.94 1.549 ITL
2.941 1.759 ITL
2.481 0.469 IN
2.316 0.488 IN
1.87 0.22 IN
1.696 0.21 IN
1.892 0.253 IN
1.805 0.409 IN
1.661 0.451 IN
2.59 0.117 ITL
2.59 0.016 ITL
2.621 0.142 ITL
2.668 0.118 ITL
2.398 0.386 IN
2.545 0.601 IN
2.536 0.327 IN
2.399 0.386 IN
1.391 0.889 IN
1.399 0.412 IN
1.417 0.512 IN
1.418 0.597 IN
1.478 0.534 IN
1.423 0.529 IN
1.379 0.357 IN
1.667 0.334 IN
1.824 0.188 IN
1.872 0.508 IN
2.981 2.462 ITL
2.914 2.746 ITL
2.896 2.55 ITL
2.949 2.718 ITL
2.922 0.275 ITL
2.871 0.192 ITL
1.065 0.351 IN
1.082 0.387 IN
1.204 0.151 IN
1.035 0.108 IN
1.193 0.102 IN
1.13 0.325 IN
1.416 0.206 IN
1.49 0.741 IN
1.647 0.175 IN
1.746 0.41 IN
1.56 0.499 IN
1.87 0.288 IN
2.364 1.451 ITL
2.838 1.239 ITL
2.583 1.374 ITL
2.984 1.216 ITL
1.978 1.282 ITL
2.739 1.283 ITL
2.107 1.512 ITL
2.019 1.378 ITL
1.844 1.436 ITL
2.069 1.662 ITL
2.062 1.554 ITL
2.109 1.349 ITL
2.34 1.237 ITL
2.178 1.339 ITL
2.626 1.289 ITL
2.372 1.138 ITL
2.687 1.074 ITL
2.988 1.163 ITL
2.676 1.047 ITL
2.763 1.433 ITL
2.769 1.338 ITL
2.786 1.34 ITL
2.811 1.134 ITL
2.793 1.291 ITL
2.855 1.298 ITL
2.821 1.301 ITL
2.984 1.26 ITL
2.568 0.037 ITL
2.496 0.155 ITL
2.693 0.036 IN
2.458 0.136 IN
2.842 0.146 ITL
2.896 0.35 ITL
2.863 0.218 ITL
2.988 0.359 ITL
2.968 0.226 ITL
2.911 0.148 ITL
2.908 0.004 ITL
2.721 0.211 ITL
2.834 0.125 ITL
2.925 0.075 ITL
2.87 0.197 IN
2.943 0.049 IN
2.95 0.274 ITL
2.765 0.007 ITL
2.283 0.075 IN
2.288 0.589 IN
2.091 0.327 IN
1.68 0.329 IN
1.951 0.23 IN
2.794 0.194 IN
2.465 0.351 IN
2.986 0.133 IN
2.752 0.405 IN
2.799 0.184 IN
2.259 0.268 IN
2.374 0.464 IN
2.591 0.491 IN
2.202 0.272 IN
2.431 0.332 IN
2.074 0.279 IN
2.763 0.077 IN
2.737 0.361 IN
2.479 0.236 IN
2.883 0.235 IN
2.692 0.137 IN
2.283 0.08 ITL
2.224 0.097 ITL
2.421 0.002 ITL
2.414 0.211 ITL
1.809 0.167 ITL
2.099 0.161 ITL
1.971 0.24 ITL
1.797 0.277 ITL
2.4 0.14 ITL
2.491 0.159 ITL
2.482 0.028 ITL
2.27 0.064 ITL
2.259 0.009 ITL
2.302 0.053 ITL
2.335 0.067 ITL
2.192 0.027 ITL
2.106 0.107 ITL
2.803 0.147 IN
2.847 0.635 IN
2.776 0.557 IN
2.585 0.091 IN
2.658 0.599 IN
2.97 0.019 IN
2.728 0.533 IN
2.667 0.196 IN
2.511 0.032 IN
2.686 0.438 IN
2.699 0.049 IN
2.767 0.112 IN
2.618 0.066 IN
2.985 0.29 IN
2.733 0.293 IN
2.832 0.052 IN
2.74 0.508 IN
2.83 0.172 IN
2.987 0.075 ITL
2.919 2.118 ITL
2.842 2.268 ITL
2.941 2.642 ITL
2.936 2.826 ITL
2.957 1.848 ITL
2.961 2.707 ITL
2.339 0.34 ITL
2.287 0.391 ITL
2.48 0.29 ITL
2.602 0.477 ITL
2.644 0.402 ITL
2.961 0.215 ITL
2.948 0.445 ITL
2.926 0.136 ITL
2.54 0.135 ITL
2.806 0.089 ITL
2.699 0.228 ITL
2.89 0.457 ITL
2.971 0.388 ITL
2.814 0.067 ITL
2.835 0.334 ITL
2.837 0.251 ITL
2.842 0.465 ITL
2.696 0.535 ITL
2.925 0.004 ITL
2.871 0.182 ITL
2.632 0.322 IN
2.718 0.564 ITL
2.179 0.104 ITL
2.359 0.017 ITL
2.804 0.333 IN
1.045 1.391 IN
1.141 1.432 IN
1.748 0.61 IN
2.801 0.038 IN
2.348 0.061 IN
2.385 0.448 IN
0.816 0.935 IN
2.109 0.458 IN
1.93 0.708 IN
1.567 0.507 IN
1.957 0.729 IN
1.549 0.712 IN
0.981 1.033 IN
1.883 0.268 IN
2.055 0.276 IN
2.088 0.385 IN
2.092 0.153 IN
2.045 0.114 IN
1.789 0.278 IN
1.493 0.401 IN
1.649 0.59 IN
1.985 0.299 IN
1.414 0.307 IN
1.737 0.375 IN
1.834 0.846 IN
1.922 0.423 IN
2.127 0.524 IN
1.797 0.461 IN
1.253 0.627 IN
1.374 0.61 IN
0.86 0.4 IN
0.955 0.789 IN
1.537 0.367 IN
1.287 0.401 IN
0.854 0.758 IN
1.236 0.43 BS
1.328 0.672 BS
0.856 0.648 BS
1.393 0.371 BS
0.98 0.135 BS
1.277 0.345 CL
0.827 0.066 IN
1.25 0.809 BS
0.295 0.731 CL
0.558 0.055 CL
0.276 0.312 CL
1.094 0.293 BS
0.489 1.705 RIN
0.553 1.467 IN
